DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2022-04-07,EQ,370.0,383.1,357.8,364.9,383.0,381.8,376.33,454.3,71.55,486499,183084315.85,6153,RAMASTEEL
2022-04-06,EQ,364.9,368.0,351.65,353.3,366.6,364.9,361.66,454.3,71.55,189860,68665443.5,3366,RAMASTEEL
2022-04-05,EQ,344.7,353.6,340.0,336.8,353.6,353.3,350.95,454.3,71.55,611443,214584797.45,5971,RAMASTEEL
2022-04-04,EQ,321.8,336.8,321.8,320.8,336.8,336.8,331.09,454.3,71.55,394817,130718435.75,10066,RAMASTEEL
2022-04-01,EQ,310.0,325.0,310.0,312.3,321.8,320.8,319.35,454.3,71.55,44180,14109078.55,3197,RAMASTEEL
2022-03-31,EQ,324.9,324.9,306.05,319.15,310.0,312.3,315.15,454.3,71.55,61786,19471824.7,2440,RAMASTEEL
2022-03-30,EQ,320.5,324.8,315.1,320.5,318.5,319.15,320.04,454.3,71.55,40477,12954359.3,1398,RAMASTEEL
2022-03-29,EQ,321.0,330.0,310.0,324.85,318.0,320.5,322.37,454.3,71.55,76366,24617782.8,2589,RAMASTEEL
2022-03-28,EQ,325.0,332.0,320.0,326.0,324.0,324.85,325.89,454.3,71.55,47077,15341701.65,3228,RAMASTEEL
2022-03-25,EQ,332.0,338.5,322.25,330.9,324.0,326.0,327.42,454.3,71.55,324686,106307087.05,7178,RAMASTEEL
2022-03-24,EQ,335.0,336.9,322.25,330.15,328.0,330.9,330.92,454.3,71.55,157666,52175184.15,3290,RAMASTEEL
2022-03-23,EQ,331.2,338.35,326.3,331.05,327.5,330.15,332.0,454.3,71.55,29239,9707468.75,1254,RAMASTEEL
2022-03-22,EQ,333.5,343.95,330.0,335.25,332.95,331.05,334.5,454.3,71.55,39353,13163451.25,2624,RAMASTEEL
2022-03-21,EQ,330.2,347.0,330.2,332.8,333.55,335.25,337.72,454.3,71.55,85675,28934306.8,4856,RAMASTEEL
2022-03-17,EQ,327.8,336.0,322.1,322.8,335.0,332.8,330.74,454.3,71.55,134001,44319746.9,7448,RAMASTEEL
2022-03-16,EQ,325.0,329.2,322.0,322.65,323.6,322.8,325.27,454.3,71.55,22789,7412506.45,1493,RAMASTEEL
2022-03-15,EQ,332.8,332.8,320.0,328.45,320.05,322.65,325.62,454.3,71.55,26574,8653035.75,2635,RAMASTEEL
2022-03-14,EQ,334.5,338.0,324.1,336.5,328.8,328.45,331.41,454.3,71.55,65698,21772877.5,6643,RAMASTEEL
2022-03-11,EQ,320.5,336.5,319.8,320.5,336.5,336.5,332.18,454.3,71.55,251884,83670359.1,5648,RAMASTEEL
2022-03-10,EQ,328.0,332.65,317.35,321.05,321.4,320.5,324.12,454.3,71.55,84556,27406121.35,5655,RAMASTEEL
2022-03-09,EQ,326.9,332.0,315.15,317.8,321.5,321.05,325.19,454.3,71.55,106711,34701142.65,10842,RAMASTEEL
2022-03-08,EQ,315.0,328.0,305.0,318.55,320.95,317.8,315.16,454.3,71.55,169987,53572894.45,18393,RAMASTEEL
2022-03-07,EQ,319.0,341.95,315.6,330.95,315.75,318.55,323.94,454.3,71.55,172454,55863966.75,13747,RAMASTEEL
2022-03-04,EQ,341.0,346.2,328.0,339.2,329.0,330.95,337.98,454.3,71.55,42158,14248749.8,2425,RAMASTEEL
2022-03-03,EQ,348.9,364.8,333.0,348.95,339.0,339.2,351.44,454.3,71.55,154762,54390217.2,6522,RAMASTEEL
2022-03-02,EQ,329.3,348.95,322.0,332.35,348.95,348.95,342.84,454.3,71.55,215999,74053639.75,2867,RAMASTEEL
2022-02-28,EQ,309.0,332.35,304.05,316.55,332.35,332.35,325.56,454.3,71.55,126223,41093056.7,4545,RAMASTEEL
2022-02-25,EQ,294.0,316.55,294.0,301.5,316.55,316.55,315.53,454.3,71.55,309810,97754741.3,2762,RAMASTEEL
2022-02-24,EQ,303.0,311.45,301.5,317.85,301.5,301.5,304.01,454.3,71.55,46076,14007552.1,2016,RAMASTEEL
2022-02-23,EQ,332.0,332.0,310.5,317.75,316.7,317.85,322.75,454.3,71.55,44280,14291440.9,3507,RAMASTEEL
2022-02-22,EQ,306.05,338.25,306.05,322.15,318.9,317.75,323.87,454.3,71.55,124167,40213468.6,6742,RAMASTEEL
2022-02-21,EQ,330.0,337.75,320.5,336.5,322.0,322.15,325.05,454.3,71.55,65595,21321861.35,2505,RAMASTEEL
2022-02-18,EQ,347.0,355.0,332.1,347.25,332.35,336.5,342.4,454.3,71.55,49020,16784455.05,2151,RAMASTEEL
2022-02-17,EQ,349.0,358.8,343.75,349.4,343.95,347.25,350.84,454.3,71.55,85257,29911155.1,2823,RAMASTEEL
2022-02-16,EQ,359.75,367.65,348.0,359.75,349.7,349.4,360.35,454.3,71.55,157379,56711534.55,3953,RAMASTEEL
2022-02-15,EQ,342.05,359.8,335.0,342.7,359.65,359.75,353.35,454.3,71.55,283659,100230772.75,6449,RAMASTEEL
2022-02-14,EQ,352.0,359.0,338.1,355.85,338.1,342.7,349.89,454.3,71.55,188177,65841326.85,6533,RAMASTEEL
2022-02-11,EQ,324.9,355.95,324.9,339.0,355.7,355.85,347.37,454.3,71.55,337232,117143876.0,8079,RAMASTEEL
2022-02-10,EQ,324.0,339.0,308.0,322.9,339.0,339.0,335.42,454.3,71.55,268791,90158344.7,3274,RAMASTEEL
2022-02-09,EQ,339.0,341.85,322.9,339.85,322.9,322.9,327.69,454.3,71.55,183332,60076174.4,3166,RAMASTEEL
2022-02-08,EQ,348.0,353.6,335.1,348.65,338.0,339.85,344.52,454.3,71.55,131932,45452578.9,3612,RAMASTEEL
2022-02-07,EQ,356.9,356.9,342.0,349.0,347.9,348.65,349.11,454.3,71.55,105516,36836937.2,1573,RAMASTEEL
2022-02-04,EQ,341.6,353.45,341.6,346.6,347.5,349.0,348.64,454.3,71.55,110645,38575193.95,3266,RAMASTEEL
2022-02-03,EQ,357.45,360.0,346.0,350.5,347.0,346.6,351.95,454.3,71.55,73211,25766610.75,2059,RAMASTEEL
2022-02-02,EQ,349.25,358.75,346.0,350.05,350.0,350.5,351.45,454.3,71.55,74545,26199202.55,2296,RAMASTEEL
2022-02-01,EQ,354.95,359.95,347.0,352.75,349.25,350.05,352.8,454.3,71.55,189872,66986565.15,6004,RAMASTEEL
2022-01-31,EQ,368.8,386.0,352.0,367.65,353.6,352.75,361.93,454.3,71.55,123775,44798419.3,3281,RAMASTEEL
2022-01-28,EQ,385.0,394.0,359.3,377.25,362.0,367.65,377.68,454.3,71.55,446729,168722571.85,9618,RAMASTEEL
2022-01-27,EQ,343.05,377.3,341.4,359.35,377.3,377.25,364.0,454.3,71.55,468249,170443229.45,6475,RAMASTEEL
2022-01-25,EQ,352.1,367.0,350.1,368.5,357.95,359.35,358.12,454.3,71.55,200782,71904165.6,3831,RAMASTEEL
2022-01-24,EQ,380.0,385.8,362.5,380.35,365.1,368.5,371.21,454.3,71.55,617015,229041824.7,9203,RAMASTEEL
2022-01-21,EQ,380.0,394.5,379.95,391.0,380.0,380.35,384.28,454.3,71.25,534711,205481364.15,7377,RAMASTEEL
2022-01-20,EQ,406.95,406.95,370.9,387.6,385.7,391.0,394.25,454.3,71.25,921147,363162845.75,19079,RAMASTEEL
2022-01-19,EQ,383.0,387.6,380.25,369.15,387.6,387.6,386.22,454.3,71.25,142336,54972819.65,1557,RAMASTEEL
2022-01-18,EQ,337.0,369.15,336.0,351.6,369.15,369.15,352.33,454.3,71.25,1457992,513698226.6,21169,RAMASTEEL
2022-01-17,EQ,351.6,351.6,351.6,370.1,351.6,351.6,351.6,454.3,71.25,68139,23957672.4,949,RAMASTEEL
2022-01-14,EQ,370.1,370.1,370.1,389.55,370.1,370.1,370.1,454.3,70.6,15163,5611826.3,609,RAMASTEEL
2022-01-13,EQ,389.55,389.55,389.55,410.05,389.55,389.55,389.55,454.3,70.6,9762,3802787.1,548,RAMASTEEL
2022-01-12,EQ,410.05,410.05,410.05,431.6,410.05,410.05,410.05,454.3,70.6,13459,5518862.95,831,RAMASTEEL
2022-01-11,EQ,431.6,439.4,431.6,454.3,431.6,431.6,431.96,454.3,70.6,323986,139947398.8,4623,RAMASTEEL
2022-01-10,EQ,449.0,454.3,448.9,432.7,454.3,454.3,453.01,454.3,70.6,1081399,489880625.4,14677,RAMASTEEL
2022-01-07,EQ,428.4,432.7,414.1,412.1,432.7,432.7,428.24,432.7,47.75,698578,299158674.55,8805,RAMASTEEL
2022-01-06,EQ,399.9,412.1,397.55,392.5,412.1,412.1,410.59,412.1,47.75,406522,166913749.9,6691,RAMASTEEL
2022-01-05,EQ,390.5,392.5,384.0,373.85,392.5,392.5,391.74,392.5,47.75,342545,134188682.65,5428,RAMASTEEL
2022-01-04,EQ,365.75,373.85,364.55,356.05,373.85,373.85,373.14,373.85,47.75,589803,220081479.8,9348,RAMASTEEL
2022-01-03,EQ,346.8,356.05,342.0,339.1,356.05,356.05,352.98,356.05,47.75,1074380,379234139.15,18493,RAMASTEEL
2021-12-31,EQ,320.0,342.9,315.2,311.75,341.2,339.1,335.58,342.9,43.85,1558275,522929881.35,28829,RAMASTEEL
2021-12-30,EQ,291.7,311.75,284.1,283.45,311.75,311.75,308.83,311.75,43.85,1313824,405742081.7,17492,RAMASTEEL
2021-12-29,EQ,260.05,283.45,260.05,257.7,283.45,283.45,281.05,292.0,43.85,700929,196994441.05,9727,RAMASTEEL
2021-12-28,EQ,241.9,257.75,241.9,234.35,257.5,257.7,254.86,292.0,43.85,827789,210971697.15,5559,RAMASTEEL
2021-12-27,EQ,242.75,242.75,229.35,237.95,235.5,234.35,234.97,292.0,43.85,166073,39021720.5,1181,RAMASTEEL
2021-12-24,EQ,259.8,263.0,233.3,257.7,237.9,237.95,246.65,292.0,43.5,177129,43689613.85,2944,RAMASTEEL
2021-12-23,EQ,236.95,260.2,232.75,236.95,254.95,257.7,250.81,292.0,43.5,376039,94315559.3,2835,RAMASTEEL
2021-12-22,EQ,235.0,240.25,225.45,231.85,235.9,236.95,234.44,292.0,43.5,209403,49092370.3,1742,RAMASTEEL
2021-12-21,EQ,216.5,233.15,216.5,215.0,231.0,231.85,228.49,292.0,43.5,104917,23972926.25,1369,RAMASTEEL
2021-12-20,EQ,221.1,221.1,205.2,227.9,216.0,215.0,216.7,292.0,43.5,84792,18374410.45,927,RAMASTEEL
2021-12-17,EQ,227.5,228.95,221.0,227.35,228.0,227.9,224.65,292.0,43.5,82560,18546974.6,914,RAMASTEEL
2021-12-16,EQ,235.85,235.85,226.0,230.25,227.75,227.35,227.96,292.0,43.5,37245,8490345.05,335,RAMASTEEL
2021-12-15,EQ,237.0,237.0,228.35,232.55,230.0,230.25,231.0,292.0,43.5,102883,23766317.25,525,RAMASTEEL
2021-12-14,EQ,227.25,234.0,227.2,232.6,233.9,232.55,229.88,292.0,43.5,86963,19990745.3,615,RAMASTEEL
2021-12-13,EQ,246.8,246.8,230.4,235.1,233.0,232.6,233.68,292.0,43.5,12077,2822204.55,414,RAMASTEEL
2021-12-10,EQ,244.85,244.85,231.95,238.25,237.0,235.1,234.44,292.0,43.5,26530,6219795.6,492,RAMASTEEL
2021-12-09,EQ,241.75,245.0,237.0,240.95,238.0,238.25,240.72,292.0,43.5,21417,5155479.4,507,RAMASTEEL
2021-12-08,EQ,244.0,245.8,240.35,243.0,242.9,240.95,241.74,292.0,43.5,11733,2836384.65,407,RAMASTEEL
2021-12-07,EQ,235.75,255.1,230.0,233.4,242.4,243.0,238.7,292.0,43.5,142527,34020929.2,873,RAMASTEEL
2021-12-06,EQ,232.95,239.2,225.75,228.15,239.0,233.4,234.16,292.0,43.5,35416,8293005.8,809,RAMASTEEL
2021-12-03,EQ,245.55,245.55,224.55,233.9,229.85,228.15,232.63,292.0,43.5,78159,18181950.7,1353,RAMASTEEL
2021-12-02,EQ,224.9,233.9,218.95,222.8,233.9,233.9,225.81,292.0,43.5,62553,14125092.55,650,RAMASTEEL
2021-12-01,EQ,227.55,234.3,218.5,229.95,222.0,222.8,223.92,292.0,43.5,105429,23607666.25,828,RAMASTEEL
2021-11-30,EQ,220.3,235.0,220.3,231.8,234.0,229.95,229.98,292.0,43.5,29803,6854111.5,668,RAMASTEEL
2021-11-29,EQ,230.1,237.6,230.05,242.15,230.15,231.8,231.59,292.0,43.5,24769,5736175.45,665,RAMASTEEL
2021-11-26,EQ,255.0,255.0,239.55,252.15,242.0,242.15,244.02,292.0,43.5,20228,4936082.4,590,RAMASTEEL
2021-11-25,EQ,244.5,253.55,235.0,241.5,252.0,252.15,247.49,292.0,43.5,77596,19204285.7,699,RAMASTEEL
2021-11-24,EQ,243.45,243.45,238.65,235.3,241.95,241.5,241.26,292.0,43.5,80621,19450649.75,417,RAMASTEEL
2021-11-23,EQ,234.0,243.8,228.95,238.65,235.6,235.3,236.68,292.0,43.5,90264,21363601.85,683,RAMASTEEL
2021-11-22,EQ,235.25,248.1,235.25,245.85,237.5,238.65,239.48,292.0,43.5,71563,17137660.85,638,RAMASTEEL
2021-11-18,EQ,246.35,250.0,236.35,246.35,247.7,245.85,239.15,292.0,43.5,73143,17492020.45,792,RAMASTEEL
2021-11-17,EQ,251.0,253.5,242.25,251.9,249.5,246.35,247.18,292.0,43.5,72990,18041445.65,931,RAMASTEEL
2021-11-16,EQ,260.75,266.0,248.3,259.85,248.65,251.9,257.1,292.0,43.5,85016,21857930.3,991,RAMASTEEL
2021-11-15,EQ,262.0,265.65,255.0,264.35,256.2,259.85,262.1,292.0,43.5,68804,18033674.1,561,RAMASTEEL
2021-11-12,EQ,268.0,268.0,261.0,262.75,266.0,264.35,263.6,292.0,43.5,71054,18730050.8,528,RAMASTEEL
2021-11-11,EQ,268.8,270.0,258.95,262.9,263.8,262.75,264.33,292.0,43.5,63894,16888873.05,548,RAMASTEEL
2021-11-10,EQ,270.0,270.1,262.05,269.65,263.8,262.9,264.73,292.0,43.5,18577,4917816.6,502,RAMASTEEL
2021-11-09,EQ,274.0,277.25,267.8,272.8,269.75,269.65,275.49,292.0,43.5,81839,22545840.6,864,RAMASTEEL
2021-11-08,EQ,271.9,274.2,263.55,267.3,272.1,272.8,268.98,292.0,43.5,70741,19027841.5,671,RAMASTEEL
2021-11-04,EQ,272.0,273.05,262.5,260.9,266.5,267.3,268.72,292.0,43.5,14209,3818262.35,527,RAMASTEEL
2021-11-03,EQ,257.0,266.3,253.0,253.65,264.0,260.9,258.3,292.0,43.5,86623,22374718.0,1111,RAMASTEEL
2021-11-02,EQ,259.2,260.0,250.1,252.75,253.0,253.65,257.15,292.0,43.5,79277,20385803.6,886,RAMASTEEL
2021-11-01,EQ,242.45,256.2,242.45,246.2,252.0,252.75,247.78,292.0,43.5,80117,19851700.0,742,RAMASTEEL
2021-10-29,EQ,250.0,251.8,243.1,251.05,248.0,246.2,248.94,292.0,43.5,73290,18245145.4,669,RAMASTEEL
2021-10-28,EQ,248.75,256.4,243.1,249.05,243.1,251.05,251.59,292.0,43.5,89251,22454459.75,900,RAMASTEEL
2021-10-27,EQ,250.7,253.5,245.1,250.7,248.75,249.05,249.09,292.0,43.5,70917,17664779.4,713,RAMASTEEL
2021-10-26,EQ,258.7,259.85,246.05,254.6,250.1,250.7,252.42,292.0,43.5,82590,20847455.1,990,RAMASTEEL
2021-10-25,EQ,263.8,264.6,246.0,255.2,252.9,254.6,255.27,292.0,42.15,82807,21137806.1,1049,RAMASTEEL
2021-10-22,EQ,260.95,264.75,251.3,255.75,256.5,255.2,259.62,292.0,42.05,77106,20018107.05,739,RAMASTEEL
2021-10-21,EQ,258.75,259.65,249.25,257.3,258.5,255.75,252.76,292.0,39.3,80923,20454394.45,948,RAMASTEEL
2021-10-20,EQ,270.0,270.0,253.0,266.0,259.0,257.3,260.85,292.0,39.3,56353,14699932.3,970,RAMASTEEL
2021-10-19,EQ,280.0,280.0,265.0,277.65,265.0,266.0,269.58,292.0,38.05,72217,19468193.3,886,RAMASTEEL
2021-10-18,EQ,280.0,282.6,271.0,279.7,273.0,277.65,275.65,292.0,33.75,92500,25497935.75,856,RAMASTEEL
2021-10-14,EQ,289.2,289.2,276.55,284.1,277.0,279.7,281.72,292.0,30.2,105174,29629422.35,938,RAMASTEEL
2021-10-13,EQ,283.7,287.75,282.0,283.25,284.5,284.1,284.74,292.0,25.4,76282,21720682.4,755,RAMASTEEL
2021-10-12,EQ,292.0,292.0,278.0,280.35,284.0,283.25,283.92,292.0,25.4,175964,49959369.15,1496,RAMASTEEL
2021-07-19,EQ,140.5,146.0,136.8,144.0,137.05,137.7,137.97,159.2,25.4,428028,59057082.1,2012,RAMASTEEL
2021-07-16,EQ,146.9,147.0,142.0,146.2,143.05,144.0,144.12,159.2,25.4,21110,3042350.05,436,RAMASTEEL
2021-07-15,EQ,152.9,157.6,142.65,150.15,146.9,146.2,147.18,159.2,25.4,58853,8662210.45,1007,RAMASTEEL
2021-07-14,EQ,154.15,154.2,146.9,146.9,148.5,150.15,151.6,159.2,25.4,74222,11252278.05,1226,RAMASTEEL
2021-07-13,EQ,146.9,146.9,137.15,139.95,146.9,146.9,145.86,159.2,25.4,210992,30774458.35,1436,RAMASTEEL
2021-07-12,EQ,126.65,139.95,126.65,133.3,139.95,139.95,135.38,159.2,25.4,161437,21855163.75,760,RAMASTEEL
2021-07-09,EQ,133.3,133.3,133.3,140.3,133.3,133.3,133.3,159.2,25.4,9324,1242889.2,111,RAMASTEEL
2021-07-08,EQ,140.3,140.3,140.3,147.65,140.3,140.3,140.3,159.2,25.4,15080,2115724.0,119,RAMASTEEL
2021-07-07,EQ,149.05,154.0,147.65,155.4,147.65,147.65,148.94,159.2,25.4,74298,11065729.6,1122,RAMASTEEL
2021-07-06,EQ,159.2,159.2,144.1,151.65,156.0,155.4,154.45,159.2,25.4,248423,38368111.15,3242,RAMASTEEL
2021-07-05,EQ,151.65,151.65,150.25,144.45,151.65,151.65,151.59,151.65,25.4,51329,7781026.6,421,RAMASTEEL
2021-07-02,EQ,144.45,144.45,144.45,137.6,144.45,144.45,144.45,144.45,25.4,35352,5106596.4,211,RAMASTEEL
2021-07-01,EQ,137.6,137.6,133.25,131.05,137.6,137.6,137.17,137.6,25.4,123478,16936977.55,783,RAMASTEEL
2021-06-30,EQ,129.4,131.05,129.0,124.85,131.05,131.05,130.88,131.05,25.4,58746,7688540.6,474,RAMASTEEL
2021-06-29,EQ,116.0,124.85,116.0,118.95,124.85,124.85,123.77,129.35,25.4,102907,12736835.0,912,RAMASTEEL
2021-06-28,EQ,129.35,129.35,117.05,123.2,120.0,118.95,123.29,129.35,25.4,448936,55347358.65,3297,RAMASTEEL
2021-06-25,EQ,123.2,123.2,123.2,117.35,123.2,123.2,123.2,123.2,25.4,66926,8245283.2,168,RAMASTEEL
2021-06-24,EQ,117.35,117.35,117.35,111.8,117.35,117.35,117.35,117.35,25.4,49921,5858229.35,206,RAMASTEEL
2021-06-23,EQ,111.8,111.8,111.8,106.5,111.8,111.8,111.8,111.8,25.4,27375,3060525.0,171,RAMASTEEL
2021-06-22,EQ,106.5,106.5,105.0,101.45,106.5,106.5,106.42,106.5,25.4,55383,5894072.05,512,RAMASTEEL
2021-06-21,EQ,96.8,101.45,96.65,96.65,101.45,101.45,100.83,101.45,25.4,146789,14801395.3,841,RAMASTEEL
2021-06-18,EQ,96.8,98.0,89.55,94.05,97.5,96.65,93.09,100.0,25.4,141829,13202368.7,1412,RAMASTEEL
2021-06-17,EQ,100.0,100.0,93.1,97.55,94.45,94.05,96.54,100.0,25.4,194493,18776294.4,2367,RAMASTEEL
2021-06-16,EQ,90.95,97.55,90.9,88.7,97.55,97.55,96.17,97.55,25.4,228049,21930400.05,2816,RAMASTEEL
2021-06-15,EQ,81.95,88.7,79.6,80.65,88.7,88.7,85.58,88.7,25.4,216311,18512920.6,2245,RAMASTEEL
2021-06-14,EQ,83.0,83.0,79.0,79.5,80.25,80.65,80.5,87.0,25.4,30728,2473731.2,417,RAMASTEEL
2021-06-11,EQ,77.95,79.9,77.05,77.25,79.85,79.5,78.73,87.0,25.4,27348,2152978.75,370,RAMASTEEL
2021-06-10,EQ,79.95,79.95,75.55,76.9,77.0,77.25,77.88,87.0,25.4,91322,7112277.4,186,RAMASTEEL
2021-06-09,EQ,79.85,80.55,73.5,77.95,77.55,76.9,76.25,87.0,25.4,60718,4630050.0,3491,RAMASTEEL
2021-06-08,EQ,79.9,79.95,77.5,78.4,78.25,77.95,78.37,87.0,25.4,6327,495859.9,91,RAMASTEEL
2021-06-07,EQ,79.9,81.4,77.0,79.1,78.0,78.4,79.39,87.0,25.4,42039,3337607.2,422,RAMASTEEL
2021-06-04,EQ,76.0,79.35,74.0,75.6,78.4,79.1,77.92,87.0,25.4,48640,3789953.0,533,RAMASTEEL
2021-06-03,EQ,76.95,78.0,73.9,74.5,75.05,75.6,75.07,87.0,25.4,119277,8953879.45,591,RAMASTEEL
2021-06-02,EQ,75.85,75.9,74.0,74.75,75.0,74.5,74.38,87.0,25.4,6038,449108.85,126,RAMASTEEL
2021-06-01,EQ,76.25,76.95,74.1,76.95,75.0,74.75,74.71,87.0,25.4,7262,542566.55,147,RAMASTEEL
2021-05-31,EQ,79.0,79.9,75.2,77.5,76.4,76.95,77.39,87.0,25.4,58413,4520556.95,490,RAMASTEEL
2021-05-28,EQ,75.4,78.8,73.8,75.05,77.65,77.5,77.41,87.0,24.75,90087,6974049.0,777,RAMASTEEL
2021-05-27,EQ,73.8,76.0,73.8,76.0,76.0,75.05,75.27,87.0,24.75,6324,475980.75,126,RAMASTEEL
2021-05-26,EQ,76.75,76.75,72.5,74.7,76.75,76.0,75.66,87.0,24.75,22326,1689240.1,231,RAMASTEEL
2021-05-25,EQ,75.15,76.4,74.15,76.4,74.15,74.7,75.37,87.0,24.75,10326,778270.6,132,RAMASTEEL
2021-05-24,EQ,72.75,77.5,72.15,74.8,76.8,76.4,76.11,87.0,24.75,29626,2254698.05,379,RAMASTEEL
2021-05-21,EQ,75.8,75.85,74.0,74.8,74.05,74.8,74.55,87.0,23.5,3542,264049.5,195,RAMASTEEL
2021-05-20,EQ,76.45,76.5,72.15,74.6,74.5,74.8,74.06,87.0,23.5,7999,592383.6,244,RAMASTEEL
2021-05-19,EQ,77.15,78.0,73.6,76.25,76.0,74.6,75.06,87.0,23.5,19325,1450562.2,358,RAMASTEEL
2021-05-18,EQ,73.85,77.5,71.55,74.25,76.9,76.25,75.99,87.0,23.3,58203,4422796.75,919,RAMASTEEL
2021-05-17,EQ,77.05,77.35,74.05,77.9,74.25,74.25,74.78,87.0,23.3,21713,1623678.3,164,RAMASTEEL
2021-05-14,EQ,78.15,80.0,77.25,78.45,77.5,77.9,77.87,87.0,23.3,14023,1092002.05,109,RAMASTEEL
2021-05-12,EQ,83.0,83.0,77.55,80.0,78.1,78.45,79.27,87.0,21.05,9527,755209.35,248,RAMASTEEL
2021-05-11,EQ,80.45,81.5,77.9,80.45,80.9,80.0,79.66,87.0,16.65,27396,2182308.95,334,RAMASTEEL
2021-05-10,EQ,81.95,82.0,78.45,81.1,80.05,80.45,80.59,87.0,16.1,10099,813899.45,243,RAMASTEEL
2021-05-07,EQ,80.95,82.0,78.15,78.85,82.0,81.1,80.45,87.0,16.1,6449,518833.95,82,RAMASTEEL
2021-05-06,EQ,81.0,81.0,77.25,79.8,79.0,78.85,78.61,87.0,16.1,5304,416948.75,126,RAMASTEEL
2021-05-05,EQ,80.75,82.85,79.0,80.75,79.75,79.8,80.0,87.0,16.1,7071,565684.45,69,RAMASTEEL
2021-05-04,EQ,86.7,86.7,80.05,83.55,80.1,80.75,83.01,87.0,16.1,6900,572776.85,145,RAMASTEEL
2021-05-03,EQ,87.0,87.0,82.0,84.15,82.1,83.55,83.79,87.0,16.1,19047,1596015.0,346,RAMASTEEL
2021-04-30,EQ,80.0,86.4,80.0,82.85,84.1,84.15,83.71,86.4,16.1,26877,2249942.8,451,RAMASTEEL
2021-04-29,EQ,82.85,82.85,78.7,78.95,82.85,82.85,82.78,82.85,16.1,40234,3330545.65,135,RAMASTEEL
2021-04-28,EQ,78.95,78.95,78.95,75.2,78.95,78.95,78.95,78.95,16.1,14912,1177302.4,41,RAMASTEEL
2021-04-27,EQ,73.95,75.5,71.25,71.95,75.5,75.2,73.31,78.0,16.1,18327,1343482.25,86,RAMASTEEL
2021-01-13,EQ,78.0,78.0,78.0,74.3,78.0,78.0,78.0,78.0,16.1,6024,469872.0,27,RAMASTEEL
2021-01-12,EQ,74.3,74.3,74.3,70.8,74.3,74.3,74.3,74.3,16.1,3576,265696.8,22,RAMASTEEL
2021-01-11,EQ,70.6,70.8,70.6,67.45,70.8,70.8,70.79,70.8,16.1,6397,452859.6,39,RAMASTEEL
2021-01-08,EQ,67.45,67.45,65.0,64.25,67.45,67.45,67.37,67.45,16.1,97844,6591716.45,347,RAMASTEEL
2021-01-07,EQ,64.25,64.25,64.25,61.2,64.25,64.25,64.25,64.25,16.1,1685,108261.25,21,RAMASTEEL
2021-01-06,EQ,61.2,61.2,61.2,55.65,61.2,61.2,61.2,61.2,16.1,12673,775587.6,39,RAMASTEEL
2021-01-05,EQ,55.65,55.65,55.0,50.6,55.65,55.65,55.58,55.65,16.1,19270,1070942.2,94,RAMASTEEL
2021-01-04,EQ,47.75,50.6,47.75,46.0,50.6,50.6,49.94,55.0,16.1,19977,997574.15,126,RAMASTEEL
2021-01-01,EQ,47.85,47.95,45.5,47.65,45.7,46.0,46.53,55.0,16.1,8563,398452.65,169,RAMASTEEL
2020-12-31,EQ,49.75,49.75,46.35,47.55,48.0,47.65,47.34,55.0,16.1,11739,555756.5,89,RAMASTEEL
2020-12-30,EQ,46.1,48.7,44.55,45.4,46.2,47.55,47.27,55.0,16.1,9038,427230.9,137,RAMASTEEL
2020-12-29,EQ,44.15,46.25,43.95,43.95,45.45,45.4,45.02,55.0,16.1,13368,601873.75,77,RAMASTEEL
2020-12-28,EQ,47.2,47.2,43.85,45.25,44.0,43.95,44.67,55.0,16.1,7600,339485.85,200,RAMASTEEL
2020-12-24,EQ,46.0,47.4,45.0,44.65,45.25,45.25,45.79,55.0,16.1,4058,185809.55,170,RAMASTEEL
2020-12-23,EQ,46.3,46.3,44.5,45.45,44.55,44.65,45.19,55.0,16.1,7130,322236.85,130,RAMASTEEL
2020-12-22,EQ,44.6,46.45,43.5,47.3,46.3,45.45,44.88,55.0,16.1,5416,243082.3,133,RAMASTEEL
2020-12-21,EQ,47.65,49.0,46.05,48.85,46.5,47.3,47.54,55.0,16.1,4973,236414.45,114,RAMASTEEL
2020-12-18,EQ,49.0,49.45,47.15,48.45,49.0,48.85,48.37,55.0,16.1,3343,161716.15,93,RAMASTEEL
2020-12-17,EQ,49.0,49.65,47.85,48.5,47.9,48.45,48.51,55.0,16.1,10202,494908.65,182,RAMASTEEL
2020-12-16,EQ,49.85,49.85,47.75,49.0,48.2,48.5,48.44,55.0,16.1,15206,736602.5,305,RAMASTEEL
2020-12-15,EQ,47.9,49.05,47.85,48.95,49.0,49.0,48.64,55.0,16.1,7345,357240.35,95,RAMASTEEL
2020-12-14,EQ,50.95,50.95,48.25,48.9,49.3,48.95,49.22,55.0,16.1,6029,296724.8,107,RAMASTEEL
2020-12-11,EQ,50.0,50.0,47.35,48.2,48.9,48.9,49.02,55.0,16.1,11557,566478.9,180,RAMASTEEL
2020-12-10,EQ,49.6,49.6,47.7,49.55,48.05,48.2,48.83,55.0,16.1,8986,438764.7,84,RAMASTEEL
2020-12-09,EQ,50.9,50.95,47.05,47.85,49.85,49.55,48.88,55.0,16.1,8551,417978.0,141,RAMASTEEL
